,artist_name,track_name,track_id,popularity,like,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
7889,Los Hermanos Rosario,La Dueña del Swing,3vCeDhrInX8te6SoaqZbvu,28,0,0.505,0.746,259013,0.915,4.02e-05,7,0.161,-6.626,0,0.0675,154.985,4,0.812
7890,Adolescent's Orquesta,Me Tengo Que Ir,6bum69IXoiGcZCb83ZtfGA,12,0,0.356,0.464,283129,0.799,0.0,2,0.286,-3.275,0,0.0375,96.839,4,0.856
7891,Marc Anthony,Qué Precio Tiene el Cielo - Salsa Version,2MnKininlD8bY9ggRNSJ37,68,0,0.248,0.42,302947,0.843,0.0,7,0.078,-4.692,1,0.0647,173.91,4,0.539
7892,La Sonora Dinamita,Se Me Perdio La Cadenita,5VUR4MhJWAbp2ZHtSDvwJ7,61,0,0.0253,0.532,157107,0.682,0.0,9,0.0822,-8.79,1,0.0495,96.341,4,0.715
7893,Joe Arroyo,La rebelion,00Ro1lnV3V6i87aY4t8Q43,68,0,0.142,0.571,376013,0.755,2.55e-05,1,0.136,-7.907,1,0.0735,107.951,4,0.875
7894,Tito Nieves,Fabricando Fantasías - Salsa Version,5giBWdb2pJwFl3avFUKGXj,55,0,0.274,0.725,274653,0.864,0.0,9,0.0927,-3.422,1,0.041,91.233,4,0.932
7895,Joe Arroyo,En Barranquilla Me Quedo,3WXfQDsASfXrSojk9WB3aR,61,0,0.172,0.642,312480,0.7,0.000232,1,0.0895,-9.213,1,0.0552,103.899,4,0.784
7896,Lila Downs,Cariñito,5pCmR2xzpvlNXKvYTmiJ6S,57,0,0.129,0.771,219733,0.638,0.0579,0,0.236,-6.346,1,0.0378,98.0,4,0.653
7897,Fruko Y Sus Tesos,Cachondea,0z1jqSzPEiblIxozrI9Tto,52,0,0.175,0.815,297387,0.885,0.00113,7,0.24,-8.481,1,0.0499,113.822,4,0.906
7898,La Sonora Dinamita,Mil Horas,5XyItd5rFfdtoJsWHxON5x,7,0,0.103,0.741,225333,0.743,0.000685,3,0.0634,-7.22,1,0.039,101.647,4,0.842
7899,Gente De Zona,El Mentiroso,4SbE4uWiMlhJRyqoOwm0QV,65,0,0.0988,0.783,183613,0.84,0.0,7,0.0862,-4.704,0,0.0419,96.983,4,0.935
7900,Elvis Crespo,Suavemente,1YwPNemawMgGe6sF4U0FTE,67,0,0.238,0.809,266307,0.883,0.00234,8,0.0625,-2.965,1,0.0689,124.096,4,0.918
7901,Juanes,"La Plata (Los Ángeles Azules Remix) (Feat. Los Ángeles Azules, Lalo Ebratt) - Los Ángeles Azules Remix",65qnIZCLVTYdnNxWMJQ3kj,55,0,0.0727,0.719,219107,0.665,0.0,11,0.33,-5.409,0,0.0492,84.001,4,0.906
7902,Eddie Santiago,Que Locura Enamorarme De Ti,4Ih0JljQ3X3PbHfmuk05PR,12,0,0.698,0.776,309573,0.822,0.0,1,0.103,-5.663,1,0.0416,93.559,4,0.953
7903,Guayacán Orquesta,"Oiga, Mire, Vea - Salsa",4YGSpi9g7ohPFO8TXpvSUZ,13,0,0.444,0.739,323683,0.809,2.66e-06,10,0.0856,-5.134,0,0.0416,89.734,4,0.866
7904,Gente De Zona,Si Tú No Estás,35hemoZQuo9lEbFSS05I9h,60,0,0.0405,0.759,220440,0.906,2.74e-06,1,0.206,-6.085,1,0.0513,92.99,4,0.575
7905,Jerry Rivera,Qué Hay de Malo,4b55fVKJprjWWj4KhKgxMf,63,0,0.592,0.733,298347,0.603,0.0,1,0.0556,-8.673,1,0.044,91.941,4,0.817
7906,Marc Anthony,Vivir Mi Vida,3QHMxEOAGD51PDlbFPHLyJ,74,0,0.344,0.655,252347,0.877,0.0,0,0.349,-3.23,0,0.0344,105.017,4,0.893
7907,Los Angeles Azules,Nunca Es Suficiente,0HlMshB5JmZjPNbOuOgFHN,74,0,0.392,0.796,266016,0.499,0.0,2,0.0867,-6.166,0,0.0404,93.99,4,0.798
7908,Mr. Don,Mala,4sLW4tfhCMYPfiN7u8r9DT,54,0,0.244,0.721,203598,0.827,8.27e-05,2,0.096,-5.599,1,0.0356,130.004,4,0.875
7909,Gilberto Santa Rosa,Conteo Regresivo - Salsa Version,5YfqVqJwjxiyhxvofbCnHp,64,0,0.778,0.777,266787,0.72,0.0,8,0.069,-6.162,1,0.0803,163.905,4,0.96
7910,Oscar D'León,Lloraras,23Fw0qh3Onqn2276LiL2pT,66,0,0.582,0.708,221008,0.709,0.000516,9,0.0717,-7.555,1,0.0472,96.046,4,0.962
7911,Grupo Cañaveral De Humberto Pabón,Tiene Espinas El Rosal,1PZ3QsCFec05Ls3PwOqKXZ,67,0,0.0343,0.68,237960,0.423,0.0,11,0.0925,-11.112,0,0.136,169.184,4,0.822
7912,Proyecto Uno,Tiburon,26T9IOS6Bi9iOUjKkcZsZo,59,0,0.198,0.868,302333,0.852,5.3e-05,0,0.0502,-9.403,1,0.0474,130.155,4,0.907
7913,Raymix,Oye Mujer,5aLELbBB0Pa7TlGJJyBJo9,68,0,0.0534,0.826,252947,0.642,1.18e-06,4,0.121,-5.186,0,0.0619,90.991,4,0.9
7914,Ralphy Dreamz,Te Quiero a Morir,3f0O8XWSxYA2zxLCpq95Wl,49,0,0.696,0.814,204565,0.674,0.117,9,0.101,-5.659,1,0.0379,125.002,4,0.903
7915,Mr. Don,Sin Tu Amor,51Qo4o1rz2FJ5h0ie2Okjt,51,0,0.123,0.723,215500,0.657,0.0492,7,0.277,-7.375,1,0.0338,129.947,4,0.871
7916,Septeto Acarey,Tu Eres Mi Sueño,6wVM5P1Sso5u2jcHRXTHP6,16,0,0.259,0.623,302760,0.802,2.46e-05,3,0.182,-5.145,0,0.0353,170.143,4,0.903
7917,Los Angeles Azules,Mis Sentimientos,2LyHAsMcpW0Dm17rWYa79p,59,0,0.207,0.748,216987,0.696,0.000186,0,0.0713,-4.749,0,0.0314,92.997,4,0.855
7918,Rafaga,Mentirosa,2e3fohSwZ9nU6Q2tks0fFz,58,0,0.0833,0.635,195467,0.823,0.000377,5,0.157,-4.54,0,0.102,200.943,4,0.821
7919,Héctor Lavoe,La Murga,23Vb5teQKNSNvPgUjLtI8j,61,0,0.426,0.544,333560,0.771,0.00265,2,0.0624,-7.53,1,0.0436,88.539,4,0.824
7920,Oro Solido,Abusadora,3dgMqErrCJWOmSsSBETEiD,5,0,0.0167,0.776,279907,0.834,0.00859,7,0.0487,-6.606,1,0.193,85.038,4,0.577
7921,Vicente Garcia,Loma de Cayenas,3ARHcfADevNLh3m5oz2TVG,61,0,0.293,0.812,225869,0.919,0.0,0,0.218,-5.083,1,0.126,129.968,4,0.954
7922,Jenny And The Mexicats,Si una Vez,00bZhYk9fm4ZL5wNfRXocn,50,0,0.63,0.722,153960,0.632,0.0,5,0.137,-8.545,1,0.0425,90.057,4,0.927
7923,Los Socios Del Ritmo,Llorar,6pMmYm9l0zMhICWW1yZ5iY,56,0,0.0531,0.811,217627,0.818,0.0,5,0.0793,-4.681,0,0.0492,87.522,4,0.967
7924,Willie Colón,El Gran Varon,27n9VDbbjFnEJsgjYTnwTM,61,0,0.581,0.645,414707,0.665,0.0,7,0.0391,-5.519,0,0.0384,94.115,4,0.369
7925,Marc Anthony,Tu Vida en la Mía,0amRhMUb9wYrDOmSD938AQ,68,0,0.37,0.68,373200,0.864,0.000309,2,0.373,-3.16,1,0.0339,93.528,4,0.851
7926,Elvis Crespo,Ella Me Besó,13PqqV8pIb6XpdZ85CACxF,56,0,0.0486,0.749,184372,0.923,5.2e-05,0,0.0728,-3.056,1,0.209,119.965,4,0.934
7927,Septeto Acarey,Enamórate Bailando,02zyl88XvRAQdwbzLQui8y,45,0,0.63,0.667,267333,0.941,0.0002,4,0.325,-3.243,0,0.0414,173.875,4,0.747
7928,Puerto Rican Power,Tu Cariñito,2kBgJXGbVA6WcA40IFA9KF,66,0,0.33,0.691,251253,0.873,1.63e-06,5,0.0362,-8.758,0,0.0382,93.685,4,0.916
7929,Rubén Blades,Pedro Navaja,5y37hGmb0LU3YiZRlFJGUR,56,0,0.753,0.585,442600,0.658,4.94e-05,11,0.135,-5.308,0,0.0963,93.551,4,0.817
7930,Rey Ruiz,Amiga,6bIjPtW3ogq0H8h8UXpUMi,49,0,0.747,0.529,279947,0.648,0.0,11,0.158,-7.895,0,0.0399,159.036,4,0.808
7931,Jerry Rivera,Amores Como el Nuestro - Radio Version,3h75ACdFItmEuIb4zlz59M,49,0,0.592,0.662,245787,0.796,0.00328,0,0.0891,-4.089,1,0.0433,179.403,4,0.631
7932,Adolescent's Orquesta,Anhelo,6UGYIgkzeLp4BQy30B9svV,62,0,0.5,0.74,248947,0.525,4.13e-06,8,0.106,-13.082,1,0.0458,91.148,4,0.804
7933,Andy Montañez,Casi Te Envidio,58unXNsISeHfI2jdqm9nb9,8,0,0.465,0.582,320467,0.718,0.0,7,0.088,-5.91,1,0.0815,92.516,4,0.854
7934,Jerry Rivera,Casi un Hechizo,4hw32LMr5RoeKQl0Kvh20e,58,0,0.714,0.68,222947,0.715,1.18e-05,0,0.0541,-3.052,1,0.0409,92.992,4,0.839
7935,Marc Anthony,Celos,4NDYHL1NRsCKRllU8vk4cM,46,0,0.267,0.599,283907,0.812,0.0,5,0.0498,-2.399,1,0.0497,91.928,4,0.541
7936,Frankie Negrón,Comerte a Besos - Salsa Version,5CTj6t8M4n8ft81jN8o1S7,44,0,0.372,0.464,269800,0.848,0.0,11,0.421,-5.214,0,0.0698,97.747,4,0.657
7937,Frankie Ruiz,Desnúdate Mujer,5uQWRQI2qgZET7l0x84jay,4,0,0.335,0.66,289373,0.857,1.55e-05,7,0.316,-4.269,1,0.0331,100.446,4,0.928
7938,Oscar D'León,Detalles,0o0c343C9e9QD8i2He4yWB,51,0,0.229,0.725,279998,0.678,2.65e-05,4,0.13,-6.373,1,0.0479,175.996,4,0.961
7939,India,Ese Hombre,3G0lvsyY20wkQAdlzdicBF,3,0,0.725,0.616,280920,0.821,7.16e-05,9,0.0529,-5.636,0,0.0901,86.692,4,0.613
7940,Grupo Niche,Gotas De Lluvia,6sna5KCgNbt1ciZtVJCjzx,65,0,0.701,0.635,354973,0.856,0.00019,4,0.0565,-3.946,0,0.0375,97.276,4,0.688
7941,Puerto Rican Power,Juguete De Nadie,25gKDYktpgqSQGdxwDoTsh,53,0,0.504,0.761,305440,0.737,0.0,5,0.0479,-9.35,1,0.0374,94.219,4,0.915
7942,Gilberto Santa Rosa,La Agarro Bajando,383hkMdmA976zOTKRm6PLy,64,0,0.353,0.811,256107,0.763,2.37e-06,1,0.145,-6.861,1,0.0417,100.268,4,0.964
7943,Chiquito Team Band,La Llamada De Mi Ex,2iasazTj8ZwsNMBBWpp3vq,44,0,0.704,0.632,211867,0.931,9.24e-05,8,0.127,-4.031,1,0.038,94.819,4,0.941
7944,Celia Cruz,La Vida Es Un Carnaval,3Rjc14RoRucHhEWvv3W3xW,13,0,0.439,0.82,275253,0.717,0.00107,8,0.236,-6.191,1,0.0722,104.005,4,0.843
7945,Eddie Santiago,Lluvia,14XQClWbLwmDywY9wVaDiG,8,0,0.408,0.654,298360,0.69,6.35e-05,5,0.105,-8.837,0,0.0369,164.924,4,0.833
7946,Pirulo y la Tribu,Loco Pero Feliz,3vnbxQMKngx8r8keykJexy,3,0,0.385,0.772,383040,0.843,0.0,2,0.196,-4.213,1,0.034,101.087,4,0.846
7947,Alex Matos,Lo Malo Se Va Bailando,0aqo6ivDYVoAZFLjxrRLuD,3,0,0.231,0.789,255427,0.882,0.0,2,0.112,-3.146,1,0.0502,106.998,4,0.651
7948,El Gran Combo De Puerto Rico,Me Liberé,1IcnHHfeAkdc88LybFWwb9,58,0,0.395,0.754,263920,0.875,0.0,7,0.0905,-1.94,0,0.0407,97.522,4,0.967
7949,Sonora Carruseles,Micaela,1m3paVx65imhvCjPx505Oy,57,0,0.396,0.652,284653,0.891,0.0022,0,0.0767,-6.858,1,0.0524,179.604,4,0.934
7950,Sexappeal,No Te Iras,0m6FXPkF8DP16O0476bQup,45,0,0.482,0.598,251040,0.867,0.0,5,0.376,-2.998,0,0.0745,89.259,4,0.877
7951,Michael Stuart,Pa Que Caliente,2hYMUJfIeNLMFOaZHX3m6a,45,0,0.519,0.86,243250,0.734,2.35e-06,7,0.0508,-6.698,0,0.034,123.994,4,0.934
7952,Andy Montañez,Payaso,3iuLNgN1v3qUWjOGXfspdl,47,0,0.241,0.685,280347,0.626,0.0,2,0.116,-6.111,1,0.0348,107.991,4,0.803
7953,Víctor Manuelle,Por Ella,7C2nNvvtr5zZSvV5ZTBAie,45,0,0.196,0.68,277107,0.85,0.0,2,0.31,-4.258,1,0.0502,172.878,4,0.869
7954,Pochi Y Su Cocoband,Salsa Con Coco,1XONug0va1DREQdZZlA30K,50,0,0.371,0.625,294440,0.885,3.71e-05,0,0.107,-3.807,1,0.0667,115.255,4,0.819
7955,Daniela Darcourt,Señor Mentira,2YFQEk4kue7QQimTqT4G1Y,66,0,0.382,0.613,269232,0.89,5.69e-06,10,0.137,-5.504,0,0.0418,179.931,4,0.837
7956,Tito Rojas,Siempre Sere,0ViQHcFsGyynn92NTscTIN,48,0,0.136,0.6,321733,0.548,0.0,0,0.441,-11.252,0,0.0327,165.065,4,0.91
7957,La-33,Soledad,3bpqoOSDwdaK003DPMvDJQ,54,0,0.75,0.823,285547,0.753,0.0,8,0.0595,-4.671,1,0.0514,95.045,4,0.896
7958,Gilberto Santa Rosa,Sombra Loca,1qMb6g0MmrQXlr6RGlxngP,53,0,0.551,0.769,290493,0.68,0.0,0,0.0558,-8.372,0,0.0458,167.003,4,0.839
7959,El Micha,Suma y Resta,6vj4z8xXfG2qKpfT5je3uk,50,0,0.242,0.851,188365,0.825,0.0,7,0.0867,-3.812,1,0.158,104.977,4,0.733
7960,Willie Colón,Talento De Televisión,3fRIuTih8bzc0vtY9fHhvF,68,0,0.701,0.779,279320,0.796,3.99e-05,2,0.0636,-6.675,1,0.0434,104.947,4,0.938
7961,Maelo Ruiz,Te Va a Doler,2h6WIOkTPvHSAD7vR6lMSS,67,0,0.407,0.61,292773,0.849,0.0,8,0.28,-4.382,1,0.0461,177.634,4,0.742
7962,Jonathan Moly,Te Voy a Amar,6emrdvAsyc6gDkdeESyKn1,51,0,0.216,0.702,232160,0.895,0.0,2,0.3,-4.025,1,0.0543,99.319,4,0.536
7963,David Kada,Tu Amor Fue Diferente,2BZWUp8550ZuopEz9bs0QQ,45,0,0.123,0.747,243733,0.896,0.00101,8,0.172,-5.156,1,0.0387,103.958,4,0.971
7964,Marc Anthony,Valió la Pena - Salsa Version,4pUmQqaZklcCOB3rFdWc7g,68,0,0.353,0.525,289293,0.704,5.26e-06,9,0.0743,-5.801,0,0.0501,98.455,4,0.855
7965,Grupo Galé,Ven a Medellín,5Qg0q32KZjnvx1T4ejp1Ge,46,0,0.276,0.65,334880,0.922,0.000564,1,0.123,-6.2,1,0.0333,99.292,4,0.681
7966,Lalo Rodriguez,Ven devorame otra vez (Salsa),2soM5TyZ2c98CDMvXljT7a,61,0,0.647,0.719,314040,0.744,0.000123,5,0.328,-5.586,0,0.0359,84.591,4,0.967
7967,INDIA,Vivir Lo Nuestro,0LIZVQBQtDi4lLhB83qJIp,57,0,0.559,0.621,366200,0.681,0.0,10,0.909,-6.332,0,0.0463,91.042,4,0.803
